Symbol,Name,IPOyear,Sector,industry
VBLT,Vascular Biogenics Ltd.,2014,Health Care,Major Pharmaceuticals
VASC,Vascular Solutions Inc.,2000,Health Care,Medical/Dental Instruments
VBIV,VBI Vaccines Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WOOF,VCA Inc. ,2001,Consumer Non-Durables,Farming/Seeds/Milling
VECO,Veeco Instruments Inc.,1994,Technology,Industrial Machinery/Components
APPY,Venaxis Inc.,0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRA,Vera Bradley Inc.,2010,Consumer Non-Durables,Apparel
VCYT,Veracyte Inc.,2013,Health Care,Medical Specialities
VSTM,Verastem Inc.,2012,Health Care,Major Pharmaceuticals
VCEL,Vericel Corporation,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VRNT,Verint Systems Inc.,2002,Technology,EDP Services
VRSN,VeriSign Inc.,1998,Technology,EDP Services
VRSK,Verisk Analytics Inc.,2009,Technology,EDP Services
VBTX,Veritex Holdings Inc.,2014,Finance,Major Banks
VRML,Vermillion Inc.,0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VSAR,Versartis Inc.,2014,Health Care,Major Pharmaceuticals
VTNR,Vertex Energy Inc,0,Energy,Integrated oil Companies
VRTX,Vertex Pharmaceuticals Incorporated,1991,Health Care,Major Pharmaceuticals
VRTA,Vestin Realty Mortgage I Inc.,0,Consumer Services,Real Estate Investment Trusts
VRTB,Vestin Realty Mortgage II Inc.,0,Consumer Services,Real Estate Investment Trusts
VIA,Viacom Inc.,0,Consumer Services,Television Services
VIAB,Viacom Inc.,0,Consumer Services,Television Services
VSAT,ViaSat Inc.,1996,Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Viavi Solutions Inc.,0,Technology,Semiconductors
VICL,Vical Incorporated,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VICR,Vicor Corporation,0,Capital Goods,Industrial Machinery/Components
VBND,Vident Core U.S. Bond Strategy Fund,0,n/a,n/a
VUSE,Vident Core US Equity ETF,0,n/a,n/a
VIDI,Vident International Equity Fund,0,n/a,n/a
VDTH,Videocon d2h Limited,0,Consumer Services,Television Services
VGGL,Viggle Inc.,0,Technology,Computer Software: Programming Data Processing
VKTX,Viking Therapeutics Inc.,2015,Health Care,Major Pharmaceuticals
VBFC,Village Bank and Trust Financial Corp.,0,Finance,Major Banks
VLGEA,Village Super Market Inc.,0,Consumer Services,Food Chains
VIMC,Vimicro International Corporation,2005,Technology,Semiconductors
VIP,VimpelCom Ltd.,0,Public Utilities,Telecommunications Equipment
VNOM,Viper Energy Partners LP,2014,Energy,Oil & Gas Production
VIRC,Virco Manufacturing Corporation,0,Consumer Durables,Industrial Specialties
VA,Virgin America Inc.,2014,Transportation,Air Freight/Delivery Services
VIRT,Virtu Financial Inc.,2015,Finance,Investment Bankers/Brokers/Service
VSCP,VirtualScopics Inc.,0,Health Care,Medical/Dental Instruments
VRTS,Virtus Investment Partners Inc.,0,Finance,Investment Managers
VRTU,Virtusa Corporation,2007,Technology,EDP Services
VISN,VisionChina Media Inc.,2007,Technology,Advertising
VTAE,Vitae Pharmaceuticals Inc.,2014,Health Care,Major Pharmaceuticals
VTL,Vital Therapies Inc.,2014,Health Care,Major Pharmaceuticals
VVUS,VIVUS Inc.,1994,Health Care,Major Pharmaceuticals
VIIZ,VIX Med-Term ETN Velocityshares,0,Finance,Investment Bankers/Brokers/Service
VIIX,VIX Short-Term ETN Velocityshares,0,Finance,Investment Bankers/Brokers/Service
VOD,Vodafone Group Plc,0,Public Utilities,Telecommunications Equipment
VLTC,Voltari Corporation,0,Miscellaneous,Business Services
VOXX,VOXX International Corporation,0,Consumer Non-Durables,Electronic Components
VRNG,Vringo Inc.,0,Consumer Services,Telecommunications Equipment
VSEC,VSE Corporation,0,Consumer Services,Military/Government/Technical
VTVT,vTv Therapeutics Inc.,2015,Health Care,Major Pharmaceuticals
VUZI,Vuzix Corporation,0,Technology,Radio And Television Broadcasting And Communications Equipment
VWR,VWR Corporation,2014,Consumer Durables,Diversified Electronic Products
WGBS,WaferGen Bio-systems Inc.,0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WBA,Walgreens Boots Alliance Inc.,0,Health Care,Medical/Nursing Services
WRES,Warren Resources Inc.,2004,Energy,Oil & Gas Production
WAFD,Washington Federal Inc.,0,Finance,Savings Institutions
WAFDW,Washington Federal Inc.,0,Finance,Savings Institutions
WASH,Washington Trust Bancorp Inc.,0,Finance,Major Banks
WFBI,WashingtonFirst Bankshares Inc,0,Finance,Major Banks
WSBF,Waterstone Financial Inc.,0,Finance,Savings Institutions
WAVX,Wave Systems Corp.,1994,Technology,Computer peripheral equipment
WNFM,Wayne Farms Inc.,0,n/a,n/a
WAYN,Wayne Savings Bancshares Inc.,0,Finance,Savings Institutions
WSTG,Wayside Technology Group Inc.,0,Technology,Retail: Computer Software & Peripheral Equipment
WDFC,WD-40 Company,1973,Basic Industries,Major Chemicals
FLAG,WeatherStorm Forensic Accounting Long Short ETF,0,n/a,n/a
WWWW,Web.com Group Inc.,0,Technology,Computer Software: Prepackaged Software
WBMD,WebMD Health Corp,2005,Miscellaneous,Business Services
WB,Weibo Corporation,2014,Technology,Computer Software: Programming Data Processing
WEBK,Wellesley Bancorp Inc.,2012,Finance,Banks
WEN,Wendy&#39;s Company (The),0,Consumer Services,Restaurants
WERN,Werner Enterprises Inc.,1986,Transportation,Trucking Freight/Courier Services
WSBC,WesBanco Inc.,0,Finance,Major Banks
WTBA,West Bancorporation,0,Finance,Major Banks
WSTC,West Corporation,2013,Miscellaneous,Business Services
WMAR,West Marine Inc.,1993,Consumer Durables,Automotive Aftermarket
WABC,Westamerica Bancorporation,0,Finance,Major Banks
WBB,Westbury Bancorp Inc.,2013,Finance,Major Banks
WSTL,Westell Technologies Inc.,1995,Public Utilities,Telecommunications Equipment
WDC,Western Digital Corporation,0,Technology,Electronic Components
WFD,Westfield Financial Inc.,0,Finance,Savings Institutions
WLB,Westmoreland Coal Company,0,Energy,Coal Mining
WPRT,Westport Innovations Inc,0,Energy,Industrial Machinery/Components
WEYS,Weyco Group Inc.,0,Consumer Non-Durables,Apparel
WHLR,Wheeler Real Estate Investment Trust Inc.,2012,Consumer Services,Real Estate Investment Trusts
WHLRP,Wheeler Real Estate Investment Trust Inc.,0,Consumer Services,Real Estate Investment Trusts
WHLRW,Wheeler Real Estate Investment Trust Inc.,0,Consumer Services,Real Estate Investment Trusts
WHF,WhiteHorse Finance Inc.,0,n/a,n/a
WHFBL,WhiteHorse Finance Inc.,0,n/a,n/a
WFM,Whole Foods Market Inc.,0,Consumer Services,Food Chains
WILN,Wi-Lan Inc,0,Miscellaneous,Multi-Sector Companies
WHLM,Wilhelmina International Inc.,0,Consumer Services,Professional Services
